name,name_ga,county,lat,lon,type
Mungret,Mungairit,,52.6358249,-8.6923876,village
Monaghan,Muineachán,Monaghan,54.2485576,-6.9688855,town
Kilmihil,Cill Mhichíl,,52.7213091,-9.3200969,village
Dunboyne,Dún Búinne,Meath,53.4194359,-6.4760189,town
Tower,Teamhair,,51.9251322,-8.6079225,village
Carbury,Cairbre,,53.3558412,-6.9627118,village
Rathmines,Ráth Maonais,Dublin,53.3265199,-6.2648571,suburb
Bodyke,,Clare,52.884454,-8.6010216,hamlet
Bettystown,Baile an Bhiataigh,Meath,53.6982898,-6.2444156,village
Coon,Coan,Kilkenny,52.7869949,-7.1186003,village
Cappawhite,An Cheapach,,52.5816765,-8.1661357,village
Cashel,Caiseal,,52.5167478,-7.8879311,town
Ballylynan,Baile Uí Laigheanáin,,52.943611,-7.042222,village
Scotstown,Baile an Scotaigh,,54.2775945,-7.067498,village
Clones,Cluain Eois,Monaghan,54.1792105,-7.2320729,town
Pollagh,,,53.9726103,-10.1077656,village
Doohamlet,Dúthamhlacht,,54.1287916,-6.8240494,village
Churchtown,,Limerick,52.4567251,-9.065245,hamlet
Crosshaven,Bun an Tábhairne,,51.8023829,-8.2953269,village
Quin,Cuinche,Clare,52.8190491,-8.8670162,village
Cornafulla,Corr na Fola,,53.3757928,-8.0040846,hamlet
Killygordon,Cúil na gCuirridín,,54.7972,-7.683303,village
Moydow,,,53.6637899,-7.7883618,village
Fanore,Fánóir,Clare,53.1164816,-9.2840825,village
Ballypatrick,,Tipperary,52.393611,-7.545833,hamlet
Leitir Mhic an Bhaird,Leitir Mhic an Bhaird,Donegal,54.848056,-8.316389,village
Gormanston,Baile Mhic Gormáin,Meath,53.6400914,-6.234911,hamlet
Dromina,Drom Aidhne,,52.3137064,-8.8022158,village
Annagassan,Áth na gCasán,,53.8825341,-6.3432698,village
Kilskyre,Cill Scíre,,53.6924123,-6.9969955,village
Monaseed,,Wexford,52.7227226,-6.3953407,village
Upperchurch,,Tipperary,52.7019001,-8.0192037,hamlet
Coolcoosaun,,Clare,52.9255824,-8.5345942,hamlet
Whitechurch,An Teampall Geal,,51.981389,-8.513889,village
Tulla,An Tulach,,52.8666937,-8.7595259,village
Kilcummin,,,52.0986232,-9.4712021,village
Hacketstown,Baile Haicéid,,52.8652459,-6.5593626,village
An Aird Mhóir,An Aird Mhóir,Galway,53.3113048,-9.7770185,hamlet
Stroove,An tSrúibh,Donegal,55.2288807,-6.9317125,hamlet
Deansgrange,Gráinseach an Déin,Dublin,53.2782203,-6.1637315,suburb
Drum,An Droim,Monaghan,54.1041278,-7.1438886,hamlet
Carlanstown,Droichead Chearbhalláin,,53.758488,-6.8413839,village
Ballacolla,,,52.8825907,-7.4467716,village
Tír Oileáin,Tír Oileáin,Galway,53.2854388,-9.046271,suburb
Crossabeg,,Wexford,52.3840514,-6.5005844,village
Buncrana,Bun Cranncha,,55.1353624,-7.453109,town
Baile Mhic Íre,Baile Mhic Íre,,51.9360369,-9.1456256,village
Greenore,An Grianfort,Louth,54.0326495,-6.1334035,village
Kilchreest,Cill Chríost,Galway,53.1784884,-8.6527642,village
Dingle / Daingean Uí Chúis,Daingean Uí Chúis,Kerry,52.1407781,-10.2687161,town
Newmarket on Fergus,Cora Chaitlín,Clare,52.7605895,-8.8961465,town
Ballyglass,,,53.7402938,-9.1728984,village
Knocktopher,Cnoc an Tóchair,,52.486162,-7.2176975,village
Wellingtonbridge,Droichead Eoin,Wexford,52.2667111,-6.7500582,village
Broadford,Béal an Átha,Limerick,52.3463495,-8.9749829,village
Castletownbere,Baile Chaisleáin Bhéarra,,51.6514159,-9.9104925,town
Riverchapel,,Wexford,52.6372385,-6.2342734,village
Rerrin,,Cork,51.6353046,-9.8165074,village
Holycross,Mainistir na Croiche,,52.6382731,-7.8670349,village
Attanagh,,Laois,52.8337461,-7.3470348,village
Drumcondra,,Dublin,53.3680988,-6.2554727,suburb
Kildare,Cill Dara,Kildare,53.1568465,-6.9117199,town
Ballinalack,,,53.6282387,-7.4695299,village
Donaskeigh,,Tipperary,52.5217668,-8.0823938,hamlet
Mahoonagh,,Limerick,52.4305806,-9.0100013,hamlet
Frenchpark,Dún Gar,,53.8694829,-8.407222,village
Mountbellew,An Creagán,,53.4695021,-8.5019101,town
Ballsbridge,Droichead na Dothra,Dublin,53.3291947,-6.2313316,suburb
Bunbrosna,,,53.6082832,-7.4347059,hamlet
An Tulaigh,An Tulaigh,,53.2369033,-9.4940343,hamlet
Yellow Furze,An Aitinn Bhuí,,53.6736242,-6.5723396,hamlet
Fore,Baile Fhobhair,,53.6805181,-7.2263083,village
Indreabhán,Indreabhán,,53.246242,-9.3651492,village
Ballymacarbry,,,52.2676063,-7.7209844,village
Elton,Eiltiún,Limerick,52.4262497,-8.4578829,village
Cill Ghallagáin,Cill Ghallagáin,,54.3113665,-9.8442992,village
Clohamon,Cloch Ámainn,Wexford,52.6368458,-6.620985,village
Dungarvan,Dún Garbhán,Waterford,52.0897488,-7.6210306,town
Blacklion,An Blaic,,54.2915617,-7.8762017,village
Mohill,Maothail,,53.9217979,-7.8653154,town
Tombrack,,Wexford,52.6030514,-6.5488937,village
Roosky,Rúscaigh,Roscommon,53.832305,-7.9268047,village
An Fhairche,An Fhairche,,53.5452038,-9.3652241,village
Bray,Bré,,53.2014604,-6.1105049,town
Duleek,Damhliag,Meath,53.656337,-6.4147493,village
Newtown,,Offaly,53.3991876,-7.6185257,hamlet
Rathcoffey,Rathcobhthaigh,,53.3343227,-6.6789836,village
An Teach Mór,An Teach Mór,Galway,53.2420071,-9.4098964,hamlet
Castletown,Baile an Chaisleáin,Laois,52.9779105,-7.4942504,village
Phibsborough,Baile Phib,Dublin,53.3610883,-6.2713186,suburb
Castlecoote,,,53.6131563,-8.2919653,hamlet
Leixlip,Léim an Bhradáin,Kildare,53.3644766,-6.4897438,town
Irishtown,Baile na nGael,Dublin,53.3379644,-6.2224691,suburb
Navan,An Uaimh,,53.6530941,-6.6840434,town
Fethard,Fiodh Ard,Tipperary,52.467222,-7.691111,town
Attymass,Áth Tí an Mheasaigh,,54.0511738,-9.0829122,village
Mountbolus,Cnocán Bhólais,,53.1964828,-7.6289642,village
Chapelizod,Séipéal Iosóid,Dublin,53.3479155,-6.3451971,suburb
Myshall,Míseal,,52.685748,-6.7804072,village
Castlecomer,Caisleán an Chomair,Kilkenny,52.8060939,-7.210579,town
Kilcullen,Cill Chuillinn,Kildare,53.1305819,-6.7456446,town
Newcestown,Baile Níos,Cork,51.7820652,-8.8695481,village
Killea,Cill Fhéich,Donegal,54.9779914,-7.4093891,village
Oranmore,Órán Mór,,53.2683526,-8.9284158,town
Rosslare,Ros Láir,,52.2735675,-6.3869031,village
Sallybrook,Sruthán na Saileach,,51.9379597,-8.4018447,suburb
Kilbeggan,Cill Bheagáin,Westmeath,53.3681414,-7.4979792,town
Lismire,,Cork,52.2274334,-8.9470862,hamlet
Liscarroll,Lios Cearúill,,52.2604585,-8.8040051,village
Finglas,Fionnghlas,Dublin,53.389167,-6.296944,suburb
Calverstown,Baile an Chalbhaigh,,53.0824929,-6.7985688,village
Ros Muc,Ros Muc,Galway,53.350278,-9.615833,village
An Caiseal,An Caiseal,Glencolumbcille;Donegal;Ireland,54.7064907,-8.728503,village
Headford,Áth Cinn,,53.4693403,-9.1070527,town
Riverstick,Áth an Mhaide,,51.7726282,-8.4959018,village
Convoy,Conmhaigh,,54.8602564,-7.664132,village
Slieverue,,Kilkenny,52.2852481,-7.0681903,village
Clonakilty,Cloich na Coillte,Cork,51.6232159,-8.8914072,town
Moylough,Maigh Locha,,53.4880839,-8.5678014,village
Hollywood,Cillín Chaoimhín,Wicklow,53.092046,-6.597554,village
Doon,Dún Bleisce,,52.6043925,-8.2485219,village
Clonsilla,,Dublin,53.383333,-6.416667,village
Castleblayney,Baile na Lorgan,Monaghan,54.1201142,-6.7389328,town
Kilmaine,Cill Mheáin,,53.5800023,-9.1219306,village
New Birmingham,Gleann an Ghuail,,52.6172179,-7.6398864,village
Campile,Ceann Poill,,52.2879607,-6.9413398,village
Kells,Ceanannas,,52.5396591,-7.2733725,village
Abbeylara,Mainistir Leathrátha,,53.7652801,-7.4490178,village
Lackagh,,,53.370283,-8.8904238,village
Carrigaholt,Carraig an Chabhaltaigh,Clare,52.6039992,-9.7104665,village
Fahan,Fathain,,55.088611,-7.474167,village
Booterstown,Baile an Bhóthair,Dublin,53.3086291,-6.1966518,suburb
Stradone,Sraith an Domhain,Cavan,53.982871,-7.2359584,village
Rathmullan,Ráth Maoláin,Donegal,55.093889,-7.540278,village
Carrigans,An Carraigín,,54.9509259,-7.4294746,village
Caherlistrane,Cathair Loistreáin,,53.4917875,-9.021985,hamlet
Vicarstown,Baile an Bhiocáire,Laois,53.0514949,-7.0854211,village
The Harrow,An Bráca,Wexford,52.5642453,-6.4445063,village
Creeslough,An Craoslach,,55.122438,-7.9078234,village
Balscaddan,,Dublin,53.6180998,-6.2310327,village
Srah,,Offaly,53.286377,-7.7455993,hamlet
Mansfieldstown,,Louth,53.9058305,-6.4502183,village
Dungourney,Dún Guairne,Cork,51.9683623,-8.0969278,village
Woodford,An Ghráig,,53.0521806,-8.399454,village
Tomhaggard,Teach Moshagard,Wexford,52.2155749,-6.4939063,village
Malahide,Mullach Íde,Dublin,53.4508401,-6.15367,town
Cloyne,Cluain,Cork,51.8632525,-8.1208599,town
Leap,An Léim,,51.5810635,-9.1433393,village
Kilmovee,,,53.88875,-8.6883263,village
Baile Chláir,Baile Chláir,,53.3404819,-8.9462388,village
Keshcarrigan,,,54.017778,-7.943333,village
Shanagolden,Seanghualainn,,52.5738934,-9.09996,village
Dún Chaoin,Dún Chaoin,,52.1336541,-10.4539983,village
Charlestown,,Offaly,53.3406508,-7.6073001,hamlet
Derryheena,,Clare,52.9270343,-8.8386606,hamlet
Celbridge,Cill Droichid,Kildare,53.3383004,-6.5396223,town
Drumcliff,Droim Chliabh,,54.3285784,-8.5001502,village
Foirnís,Foirnís,Galway,53.3742471,-9.5471249,hamlet
Ballyclogh,Baile Cloch,,52.1672872,-8.7414493,village
Glenisland,,,53.900833,-9.406389,village
Blessington,Baile Coimín,Wicklow,53.1726046,-6.5330892,town
Westport,Cathair na Mart,,53.8000645,-9.520218,town
Athenry,Baile Átha an Rí,,53.2991901,-8.7468297,town
Thurles,Durlas,Tipperary,52.6801547,-7.8151008,town
Mayglass,,Wexford,52.2442167,-6.5120419,village
Newcastle,An Caisleán Nua,,53.0711432,-6.0638874,village
Ballyvaughan,Baile Uí Bheacháin,,53.1152862,-9.1487092,village
Manorhamilton,Cluainín,,54.3040414,-8.1754431,town
Garvagh,,,53.9801685,-7.8578496,village
Whitegate,An Geata Bán,Clare,52.950971,-8.3726606,hamlet
Castletown Geoghegan,Baile Chaisleáin na nGeochagán,,53.4447178,-7.4857557,village
Patrickswell,Tobar Phádraig,,52.597222,-8.708889,village
Clontibret,Cluain Tiobrad,Monaghan,54.216268,-6.8515505,village
Cnoc Fola,,Donegal,55.142222,-8.28,hamlet
Bunnyconnellan,,,54.1096925,-9.0245158,village
Clashmore,Clais Mhór,Waterford,52.0089017,-7.8193151,village
Castledockrell,,Wexford,52.5834317,-6.6063796,village
Rathmore,An Ráth Mhór,Kerry,52.0843219,-9.2186143,village
Athboy,Baile Átha Buí,,53.6227768,-6.9185291,town
Greencastle,An Caisleán Nua,Donegal,55.2036701,-6.981019,village
Enniskerry,Áth na Sceire,,53.1927323,-6.1703572,village
Leighlinbridge,Leithghlinn an Droichid,,52.7360233,-6.9766258,village
Bullaun,,,53.2477718,-8.5542296,hamlet
Batterstown,Baile an Bhóthair,,53.4696243,-6.5372745,village
Cahir,An Chathair,,52.3749915,-7.92424,town
Milford,Baile na nGallóglach,,55.0879227,-7.6989323,town
Ballinalee,Béal Átha na Lao,,53.7755877,-7.6580453,village
Annacarty,,Tipperary,52.564444,-8.110278,hamlet
Drumconrath,Droim Conrach,,53.8501294,-6.6533283,village
Ballyneety,,Limerick,52.5975274,-8.5487286,village
Claddaghduff,An Cladach Dubh,Galway,53.544444,-10.141667,village
Asdee,,Kerry,52.5519029,-9.5600625,village
Feakle,An Fhiacail,,52.9253535,-8.6483386,village
Cabra,,Dublin,53.3669485,-6.2933936,suburb
Aghavannagh,,Wicklow,52.9160383,-6.4162356,hamlet
Gort na gCapall,Gort na gCapall,Galway,53.1238501,-9.7417062,hamlet
Ballinhassig,Béal Átha an Cheasaigh,Cork,51.8121921,-8.5285968,village
Fenor,,,52.161294,-7.2279759,hamlet
Dumha Éige,Dumha Éige,,53.9220882,-10.0270459,village
Wexford,Loch Garman,Wexford,52.3367671,-6.4601397,town
Saint Johnston,Baile Suingean,,54.9345187,-7.4582401,village
Bridgetown,Baile an Droichid,,52.2313256,-6.552791,village
Ballintubbert,,Laois,52.9834744,-7.0859065,village
Artane,,Dublin,53.3829928,-6.205268,suburb
Ballygar,Béal Átha Ghártha,,53.5223233,-8.3261381,village
Shannonbridge,Droichead na Sionainne,,53.2795788,-8.0461136,village
Beaufort,Lios An Phúca,,52.0689701,-9.6366468,village
Corofin,Cora Finne,,52.9446534,-9.0632268,village
Knocknagashel,,,52.3314515,-9.3814903,village
Crossmolina,Crois Mhaoilíona,,54.1,-9.316667,town
Leckemy,Leic Éime,Donegal,55.233333,-7.083333,village
Naul,An Aill,,53.5861596,-6.2902682,village
Killashandra,Cill na Seanrátha,,54.0146118,-7.5286568,village
Terryglass,,,53.0553396,-8.2055297,village
Robertstown,Baile Riobaird,,53.2697889,-6.8161946,village
An tInbhear,An tInbhear,,54.2450321,-9.8655368,village
Caherconlish,Cathair Chinn Lis,,52.5935697,-8.471989,village
Bree,Brí,,52.4349526,-6.6089264,village
Rathdrum,Ráth Droma,Wicklow,52.9316289,-6.2313761,town
Breaghwy,Bréachmhaigh,,53.8490149,-9.2395978,village
Moone,Maoin,Kildare,52.974503,-6.815744,village
Kinnegad,Cionn Átha Gad,,53.4548146,-7.1011946,town
Birr,Biorra,Offaly,53.0961172,-7.9109221,town
Dundrum,,,52.5602364,-8.0452754,village
Newbliss,Cúil Darach,,54.157845,-7.1365822,village
Riverstown,Baile Uí Lachnáin,Tipperary,53.0827095,-7.9243211,village
Killenard,Coill an Aird,,53.1328299,-7.1473275,village
Cloondara,Cluain Dá Ráth,,53.7312673,-7.9058872,village
Holycross,Baile na gCailleach,Limerick,52.5069245,-8.5406687,hamlet
Ballyfermot,,Dublin,53.3423203,-6.3488839,suburb
Rockchapel,,,52.2891183,-9.1436056,village
Portlaoise,Portlaoise,,53.0340093,-7.3000591,town
Derrinturn,Doire an tSoirn,,53.3394986,-6.9399588,village
Blackrock,An Dúcharrig,Cork,51.8974571,-8.4130853,suburb
Inniskeen,Inis Caoin,,54.0031722,-6.5795505,village
Kilcock,Cill Choca,Kildare,53.4003472,-6.667352,town
Doughiska,Dabhach Uisce,Galway,53.2842992,-8.9817821,suburb
Rosbercon,,Wexford,52.3981098,-6.950414,village
Kiltealy,Cill Téile,Wexford,52.5652381,-6.7458751,village
Gowran,Gabhrán,,52.6282095,-7.068804,village
Tullyderrin,,,54.385833,-8.076667,hamlet
Kilfinane,Cill Fhíonáin,,52.3592022,-8.4724306,village
Newmarket,Áth Trasna,Cork,52.214904,-8.9988708,town
Silvermines,Béal Átha Gabhann,,52.7928753,-8.2387156,village
Lanesborough,Béal Átha Liag,,53.6728533,-7.9895762,village
Stillorgan,Stigh Lorgan,Dublin,53.2888378,-6.198343,suburb
Galbally,An Gallbhaile,,52.401488,-8.2958346,village
Ballyliffin,Baile Lifín,,55.2806113,-7.3933812,village
Upton,,Cork,51.788454,-8.6738888,hamlet
Drom,,Tipperary,52.7674904,-7.8966489,village
Doneraile,Dún ar Aill,,52.2171403,-8.5848179,village
Ceathrú na gCloch,Ceathrú na gCloch,,54.3101878,-9.8294109,hamlet
Royaloak,An Dair Ríoga,,52.7027501,-6.9852508,village
Rathcool,,,52.0959338,-8.9756696,hamlet
Shannon Harbour,Caladh na Sionainne,,53.2216586,-7.9517092,village
Burncourt,,Tipperary,52.3116835,-8.0798362,village
Ballineen,Béal Átha Fhínín,Cork,51.7356014,-8.9508703,village
Drogheda,Droichead Átha,,53.7149877,-6.3524183,town
Aughrim,Eachroim,,53.3038135,-8.3165156,village
Kinnitty,Cionn Eitigh,,53.0977181,-7.7204515,village
Crossdoney,,,53.9541528,-7.4353377,village
Kilmeedy,Cill Míde,Limerick,52.415289,-8.9162219,village
Knocklong,,,52.4371625,-8.4107217,village
Nad,,,52.0706939,-8.8349258,village
Clontarf,,Dublin,53.3608138,-6.1968538,suburb
Lorrha,Lothra,Tipperary,53.0927421,-8.1218363,village
Portnablagh,Port na Bláiche,Donegal,55.178056,-7.929444,village
Lahardane,,,54.0282478,-9.3216581,village
Leitir Móir na Coille,Leitir Móir na Coille,Galway,53.3812844,-9.5013075,hamlet
Killarney,Cill Airne,Kerry,52.0595746,-9.505322,town
Na Gleannta,Na Gleannta,Donegal,54.7972091,-8.2839273,village
Ahafona,Áth an Phóna,Kerry,52.5064067,-9.6584562,hamlet
Castlebaldwin,Béal Átha na gCarraigíní,,54.0795527,-8.3763373,village
Creggs,Na Creaga,,53.5941595,-8.3623874,village
Kill,An Chill,,53.2487139,-6.589208,village
Dunmore East,Dún Mór,,52.1488395,-6.9947314,village
An Clochar,An Clochar,,54.1315207,-10.0802297,hamlet
Fermoy,Mainistir Fhear Maí,Cork,52.1381665,-8.275223,town
Valleymount,,,53.1067943,-6.5249835,village
Timolin,Tigh Mo Linne,Kildare,52.9853859,-6.8095179,village
Ballinamult,,Waterford,52.2122733,-7.7384884,hamlet
Lucan,Leamhcán,Dublin,53.3567157,-6.4501534,town
Toorlestraun,Tuar Loistreáin,,54.0382488,-8.8429282,village
Muff,Magh,Donegal,55.0674714,-7.2691516,village
Palatine,,Kildare,52.8630288,-6.8619707,hamlet
Leopardstown,Baile an Lobhar,Dublin,53.2747217,-6.1927577,suburb
Ardnaree,,,54.1088941,-9.1511171,suburb
Nohoval,Nuachabháil,Cork,51.7224626,-8.4017624,village
Moneygall,Muine Gall,,52.8797107,-7.9589322,village
Coole,An Chúil,Westmeath,53.7,-7.383333,village
Hollymount,,,53.6606924,-9.1172997,village
Mullinavat,Muileann an Bhata,,52.3678497,-7.1713174,town
Kill,,,52.176111,-7.335,village
Glinsce,Glinsce,Galway,53.3724032,-9.8277995,hamlet
Kilternan,Cill Tiarnáin,Dublin,53.2355191,-6.1933991,village
Ballymore,An Baile Mór,,53.4906871,-7.6739021,village
Marino,,Dublin,53.3663095,-6.2347491,suburb
Milltown,Baile an Mhuillinn,,54.0661824,-7.4776939,village
Tuar Mhic Éadaigh,Tuar Mhic Éadaigh,,53.6562806,-9.3648457,village
Kilkea,Cill Cathaigh,,52.9482704,-6.895288,village
Rossinver,Ros Inbhir,,54.3857907,-8.1119732,village
Ballycarney,,Wexford,52.5826959,-6.5710855,village
Coolkenna Street,,,52.782968,-6.6003182,hamlet
Shillelagh,Síol Éalaigh,,52.7538797,-6.5370584,village
O'Callaghansmills,Muilte Uí Cheallacháin,Clare,52.8414275,-8.6806224,village
Castleplunket,Lios Lachna,,53.7501133,-8.3446374,village
Ballyhale,Baile Héil,,52.4676782,-7.2007941,village
Crookhaven,An Cruachán,Cork,51.4684326,-9.7256677,village
An Caiseal,An Caiseal,,53.958333,-9.966667,village
Kiltegan,,Wicklow,52.9044564,-6.6067449,village
Unionhall,Bréantrá,Cork,51.5588077,-9.1399099,village
Baile na Finne,Baile na Finne,Donegal,54.870556,-8.113333,village
Béal Átha an Ghaorthaidh,Béal Átha an Ghaorthaidh,,51.8504484,-9.2330308,village
Islandbridge,,Dublin,53.3474743,-6.3084638,suburb
Templenoe,,,51.8666717,-9.6833357,village
Dromahair,Droim Dhá Thair,,54.2299343,-8.3014975,town
Ballymurphy,Baile Uí Mhurchú,,52.5721379,-6.8595023,village
Elphin,Ail Finn,,53.8457864,-8.1906903,town
Gorteen,Goirtín,,53.992778,-8.510833,village
Knockmahon,,Waterford,52.141111,-7.356389,hamlet
Whitechurch,,Waterford,52.1097313,-7.7475375,hamlet
Listowel,Lios Tuathail,Kerry,52.4472298,-9.4846811,town
Feenagh,Fíonach,Limerick,52.3895705,-8.87715,village
Ballaghkeen,,,52.4802972,-6.424415,village
Castlegregory,Caisleán Ghriaire,,52.2556303,-10.0215862,village
Drumbane,,Tipperary,52.6550722,-7.9653682,hamlet
An Machaire,An Machaire,,54.929444,-8.441944,village
Shankill,Seanchill,Dublin,53.2302278,-6.1241807,village
Kilnaleck,Cill na Leice,,53.8612489,-7.3201437,village
Raheen,An Ráithín,Wexford,52.3920743,-6.7945534,village
Foynes,Faing,Limerick,52.6111406,-9.1109507,town
Ballinamore Bridge,,,53.488517,-8.3628996,hamlet
Killinaboy,Cill Iníne Baoith,Clare,52.9699356,-9.0831471,village
Camas Íochtair,Camas Íochtair,Galway,53.3539976,-9.5567841,hamlet
Athgarvan,Áth Garbháin,,53.153403,-6.7772469,village
Mount Rivers,,Waterford,52.1287502,-7.8457212,hamlet
Screen,An Scrín,,52.4123526,-6.4088775,village
Castletown,,,51.7695133,-8.9532641,village
Touraneena,,Waterford,52.2022553,-7.7159173,village
Rathcoole,Ráth Cúil,,53.2813003,-6.4679425,village
An Dúchoraidh,An Dúchoraidh,Donegal,54.9060761,-8.2080328,village
Thomastown,Baile Mhic Andáin,Kilkenny,52.525169,-7.1382466,town
Ardpatrick,Ard Pádraig,Limerick,52.3412838,-8.5254819,village
An Eachléim,An Eachléim,,54.1182038,-10.1012564,village
Hospital,An tOspidéal,,52.4721802,-8.4306773,village
Askamore,,Wexford,52.6724486,-6.4795751,village
Loughshinny,Loch Sionnach,Dublin,53.5466255,-6.0863619,village
Glanworth,Gleannúir,,52.186667,-8.3575,village
Moville,Bun an Phobail,Donegal,55.1888784,-7.0405236,town
Lifford,Leifear,Donegal,54.8326995,-7.4834739,town
Coolmeen,Cúil Mhín,,52.6593866,-9.2141831,hamlet
Stradbally,An tSráidbhaile,,52.1307807,-7.4616828,village
Ennis,Inis,Clare,52.8435152,-8.983747,town
Kilbrien,,,52.1904202,-7.6565213,hamlet
Belmont,An Lios Dearg,,53.2562566,-7.8943838,village
Emly,Imleach,,52.4638891,-8.3491671,village
Sneem,An Snaidhm,,51.8381992,-9.8995313,village
Tyrrellspass,Bealach an Tirialaigh,,53.3885359,-7.3775607,village
Kilmuckridge,Cill Mhucraise,Wexford,52.5127323,-6.2841717,village
Roscrea,Ros Cré,,52.9551598,-7.7990264,town
Caltra,,,53.4355055,-8.4369796,village
Rathmore,An Ráth Mhór,Kildare,53.2174584,-6.5626559,hamlet
Clonmellon,Ráistín,,53.6638408,-7.0161947,village
Baltimore,Dún na Séad,,51.4833209,-9.3732052,village
Puckaun,Pocán,Tipperary,52.9309734,-8.2377714,village
Boyle,Mainistir na Búille,,53.9723298,-8.3012564,town
Rahan,,Offaly,53.2810415,-7.6153168,village
Macroom,Maigh Chromtha,Cork,51.9049705,-8.9599195,town
Craanford,,Wexford,52.6819249,-6.38914,village
The Commons,,Tipperary,52.6268149,-7.5449821,village
Doirí Beaga,Doirí Beaga,Donegal,55.0782111,-8.2891221,village
Milltown,Baile An Mhuilinn,Dublin,53.3131646,-6.2469919,suburb
Gort Mór,Gort Mór,Galway,53.3880708,-9.6133025,hamlet
Donoughmore,,Cork,51.9890689,-8.7452997,village
Ardcath,Ard Cath,Meath,53.6077498,-6.3930201,hamlet
Glenealy,Gleann Fhaidhle,,52.9668073,-6.1430173,village
Taghmon,Teach Munna,,52.322808,-6.6542361,village
Raharney,Ráth Fhearna,,53.5240013,-7.0954446,village
Bandon,Droichead na Bandan,Cork,51.7461712,-8.7369303,town
Glenamaddy,Gleann na Madadh,,53.606577,-8.5599753,village
Ballycanew,Baile Uí Chonnmhaí,,52.6092117,-6.3043961,village
Bantry,Beanntraí,Cork,51.6797696,-9.4523603,town
Lixnaw,Leic Snámha,,52.4040167,-9.6172758,village
Pontoon,,,53.9767608,-9.2124744,hamlet
Balla,Balla,,53.8045739,-9.1306207,village
Scarriff,An Scairbh,Clare,52.9109784,-8.5315869,village
Kilcogy,,,53.8280361,-7.424689,village
Passage East,An Pasáiste,,52.239197,-6.9730341,village
Mitchelstown,Baile Mhistéala,Cork,52.2661629,-8.2708001,town
Castlebellingham,Baile an Ghearlánaigh,Louth,53.8970616,-6.3890554,village
Killeevan,Cill Laobháin,Monaghan,54.1734382,-7.1516877,hamlet
Ballyjamesduff,Baile Shéamais Dhuibh,Cavan,53.8639055,-7.2061572,town
Killawalla,,,53.7589601,-9.3663367,village
Nurney,An Urnaí,,53.0960729,-6.9481604,village
Clonea,,,52.2780108,-7.435935,village
